# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         	ReThetat      	gammaInt      
775           	5.454716e-02	3.660099e-03	1.337780e-02	5.396897e-04	5.849441e-04	4.592751e-03	3.197299e-03
776           	5.475904e-02	3.725791e-03	1.321973e-02	5.387466e-04	5.841319e-04	4.543013e-03	3.265316e-03
777           	5.609296e-02	3.795732e-03	1.318077e-02	5.378947e-04	5.833578e-04	5.727107e-03	3.313644e-03
778           	5.591730e-02	3.870109e-03	1.326911e-02	5.370631e-04	5.825684e-04	4.821371e-03	3.385046e-03
779           	5.594647e-02	3.934669e-03	1.338934e-02	5.361386e-04	5.818073e-04	4.788834e-03	3.428996e-03
780           	5.861834e-02	3.983490e-03	1.360227e-02	1.846902e-05	9.855212e-01	4.742640e-03	3.444253e-03
781           	5.888770e-02	4.064647e-03	1.393030e-02	1.838420e-05	5.025246e-03	4.444919e-03	3.478713e-03
782           	5.833289e-02	4.110952e-03	1.428943e-02	1.833732e-05	5.025247e-03	4.230229e-03	3.489947e-03
783           	5.657090e-02	4.146790e-03	1.477011e-02	1.929161e-05	5.025247e-03	4.577170e-03	3.479200e-03
784           	5.579983e-02	4.183258e-03	1.536139e-02	1.921917e-05	5.025248e-03	5.002737e-03	3.454931e-03
785           	5.464277e-02	4.212230e-03	1.613439e-02	1.914504e-05	5.025248e-03	5.050560e-03	3.449444e-03
786           	5.322581e-02	4.232426e-03	1.703742e-02	1.907021e-05	5.025248e-03	4.640172e-03	3.456746e-03
787           	5.187601e-02	4.241328e-03	1.796980e-02	1.955255e-05	5.025248e-03	4.666340e-03	3.432382e-03
788           	5.208752e-02	4.250501e-03	1.900428e-02	1.958523e-05	5.025248e-03	5.019197e-03	3.420234e-03
789           	5.366123e-02	4.240286e-03	2.009720e-02	1.951269e-05	5.025249e-03	5.142313e-03	3.405170e-03
790           	5.406098e-02	4.233517e-03	2.131684e-02	1.943100e-05	5.025249e-03	4.253171e-03	3.400015e-03
791           	5.460641e-02	4.232948e-03	2.274488e-02	1.935445e-05	5.025249e-03	4.212514e-03	3.402455e-03
792           	5.488270e-02	4.215847e-03	2.426123e-02	1.927934e-05	5.025249e-03	4.050070e-03	3.406681e-03
793           	5.705663e-02	4.186631e-03	2.578884e-02	1.920610e-05	5.025250e-03	4.417924e-03	3.449634e-03
794           	5.812922e-02	4.164018e-03	2.688075e-02	1.913483e-05	5.025250e-03	4.040006e-03	3.485721e-03
795           	5.778393e-02	4.133634e-03	2.670361e-02	1.906551e-05	5.025250e-03	3.789880e-03	3.538803e-03
796           	5.766416e-02	4.110276e-03	2.512413e-02	1.899841e-05	5.025250e-03	3.981301e-03	3.578255e-03
797           	5.634939e-02	4.076997e-03	2.309066e-02	1.893268e-05	5.025251e-03	3.906779e-03	3.635672e-03
798           	5.477973e-02	4.057695e-03	2.103519e-02	1.886755e-05	5.025251e-03	4.394860e-03	3.684099e-03
799           	5.259283e-02	4.036219e-03	1.912590e-02	1.880534e-05	5.025251e-03	4.397318e-03	3.740589e-03
800           	5.085743e-02	4.019486e-03	1.746909e-02	1.932023e-05	5.025251e-03	4.212394e-03	3.800919e-03
801           	4.941269e-02	4.023413e-03	1.611855e-02	1.925128e-05	5.025251e-03	4.593387e-03	3.853918e-03
802           	4.661060e-02	4.007480e-03	1.494785e-02	1.918397e-05	5.025252e-03	4.770205e-03	3.912947e-03
803           	4.658631e-02	3.992609e-03	1.395849e-02	1.911804e-05	5.025252e-03	3.925455e-03	3.953867e-03
804           	4.738905e-02	3.988199e-03	1.312867e-02	1.905356e-05	5.025252e-03	4.132936e-03	3.967775e-03
805           	4.816057e-02	3.973167e-03	1.247153e-02	1.899143e-05	5.025252e-03	4.026689e-03	3.968951e-03
806           	5.013716e-02	3.974386e-03	1.199340e-02	1.893204e-05	5.025253e-03	3.986018e-03	3.958657e-03
807           	4.851659e-02	3.962525e-03	1.156986e-02	1.887273e-05	5.025253e-03	3.919982e-03	3.904519e-03
808           	4.958143e-02	3.950888e-03	1.128476e-02	1.881492e-05	5.025253e-03	3.980859e-03	3.866708e-03
809           	5.046340e-02	3.945602e-03	1.110807e-02	1.875880e-05	5.025253e-03	4.200015e-03	3.811011e-03
810           	4.886274e-02	3.934048e-03	1.102699e-02	1.870423e-05	5.025254e-03	5.049234e-03	3.698035e-03
811           	4.729814e-02	3.917356e-03	1.100697e-02	1.865153e-05	5.025254e-03	4.766994e-03	3.633036e-03
812           	4.834538e-02	3.904823e-03	1.105263e-02	1.860059e-05	5.025254e-03	4.333462e-03	3.596140e-03
813           	4.826874e-02	3.893110e-03	1.118944e-02	1.855112e-05	5.025254e-03	4.391364e-03	3.549955e-03
814           	5.033368e-02	3.879385e-03	1.138229e-02	1.850310e-05	5.025255e-03	4.528244e-03	3.500837e-03
815           	5.061680e-02	3.863996e-03	1.163817e-02	1.845658e-05	5.025255e-03	4.830390e-03	3.443220e-03
816           	5.258321e-02	3.838840e-03	1.194484e-02	1.841136e-05	5.025255e-03	4.586322e-03	3.387933e-03
817           	5.260920e-02	3.810280e-03	1.225648e-02	1.836792e-05	5.025255e-03	4.290157e-03	3.340265e-03
818           	5.380538e-02	3.775048e-03	1.260942e-02	1.832658e-05	5.025256e-03	4.137559e-03	3.306918e-03
819           	5.609939e-02	3.759236e-03	1.309761e-02	1.828653e-05	5.025256e-03	4.833494e-03	3.272216e-03
820           	5.435024e-02	3.738832e-03	1.365488e-02	1.824755e-05	5.025256e-03	4.965918e-03	3.245722e-03
821           	5.446057e-02	3.712363e-03	1.426987e-02	1.820925e-05	5.025256e-03	4.977313e-03	3.250505e-03
822           	5.546400e-02	3.682088e-03	1.497770e-02	1.817349e-05	5.025257e-03	4.629251e-03	3.253663e-03
823           	5.400406e-02	3.670005e-03	1.582460e-02	1.813813e-05	5.025257e-03	4.541275e-03	3.262061e-03
824           	5.243767e-02	3.644753e-03	1.653963e-02	1.810419e-05	5.025257e-03	4.921461e-03	3.280230e-03
825           	5.298921e-02	3.621027e-03	1.727826e-02	1.807226e-05	5.025257e-03	5.110780e-03	3.318241e-03
826           	5.046367e-02	3.596347e-03	1.773658e-02	1.804204e-05	5.025258e-03	4.862929e-03	3.366637e-03
827           	5.045527e-02	3.564397e-03	1.781937e-02	1.801394e-05	5.025258e-03	4.365744e-03	3.408133e-03
828           	5.060098e-02	3.529936e-03	1.759427e-02	1.798635e-05	5.025258e-03	4.499579e-03	3.441603e-03
829           	5.006272e-02	3.517614e-03	1.724138e-02	1.795894e-05	5.025259e-03	4.378423e-03	3.449023e-03
830           	4.982888e-02	3.510070e-03	1.685742e-02	1.793339e-05	5.025259e-03	4.797052e-03	3.428919e-03
831           	5.121681e-02	3.504566e-03	1.650006e-02	1.790939e-05	5.025259e-03	4.969416e-03	3.381113e-03
832           	5.069137e-02	3.498589e-03	1.613526e-02	1.788590e-05	5.025259e-03	4.764465e-03	3.304553e-03
833           	5.212292e-02	3.478284e-03	1.581225e-02	1.786390e-05	5.025260e-03	4.079809e-03	3.210068e-03
834           	5.303018e-02	3.466557e-03	1.554496e-02	1.784109e-05	5.025260e-03	3.988141e-03	3.105078e-03
835           	5.357121e-02	3.446198e-03	1.532356e-02	1.782291e-05	5.025260e-03	4.509589e-03	3.010101e-03
836           	5.301569e-02	3.427814e-03	1.509152e-02	1.780677e-05	5.025261e-03	4.492951e-03	2.942738e-03
837           	5.297268e-02	3.424837e-03	1.488812e-02	1.779085e-05	5.025261e-03	3.844625e-03	2.879101e-03
838           	5.415843e-02	3.445566e-03	1.480850e-02	1.777569e-05	5.025261e-03	3.251274e-03	2.835775e-03
839           	5.436288e-02	3.485388e-03	1.477832e-02	1.776071e-05	5.025262e-03	3.491424e-03	2.803997e-03
840           	5.428223e-02	3.504793e-03	1.471559e-02	1.774866e-05	5.025262e-03	3.907634e-03	2.783474e-03
841           	5.442551e-02	3.513722e-03	1.460319e-02	1.773833e-05	5.025262e-03	4.500747e-03	2.765959e-03
842           	5.850745e-02	3.502729e-03	1.436664e-02	1.773131e-05	5.025263e-03	3.872080e-03	2.743989e-03
843           	5.500539e-02	3.492348e-03	1.411649e-02	1.772445e-05	5.025263e-03	3.951694e-03	2.727730e-03
844           	5.470824e-02	3.467472e-03	1.384329e-02	1.771927e-05	5.025263e-03	3.957316e-03	2.676707e-03
845           	5.625170e-02	3.420081e-03	1.354432e-02	1.771654e-05	5.025264e-03	3.637933e-03	2.646302e-03
846           	5.442943e-02	3.380157e-03	1.323409e-02	1.771389e-05	5.025264e-03	3.348967e-03	2.618179e-03
847           	5.331963e-02	3.317166e-03	1.295796e-02	1.771326e-05	5.025264e-03	2.985115e-03	2.576115e-03
848           	5.363690e-02	3.251485e-03	1.271393e-02	1.771542e-05	5.025265e-03	2.961557e-03	2.554625e-03
849           	5.253928e-02	3.184268e-03	1.248452e-02	1.771913e-05	5.025265e-03	3.252935e-03	2.518851e-03
850           	5.251495e-02	3.114136e-03	1.229488e-02	1.772547e-05	5.025265e-03	3.454380e-03	2.505003e-03
851           	5.258422e-02	3.045272e-03	1.213517e-02	1.773336e-05	5.025266e-03	2.970684e-03	2.497314e-03
852           	5.223219e-02	2.984021e-03	1.205825e-02	1.774313e-05	5.025266e-03	3.304551e-03	2.495506e-03
853           	5.229353e-02	2.926110e-03	1.206170e-02	1.775389e-05	5.025266e-03	3.106483e-03	2.499578e-03
854           	5.236613e-02	2.868036e-03	1.215043e-02	1.776806e-05	5.025267e-03	3.114780e-03	2.506162e-03
855           	5.393643e-02	2.819626e-03	1.233926e-02	1.778255e-05	5.025267e-03	4.003489e-03	2.543822e-03
856           	5.451977e-02	2.785027e-03	1.262502e-02	1.780124e-05	5.025268e-03	3.919429e-03	2.570844e-03
857           	5.254762e-02	2.750914e-03	1.306377e-02	1.781958e-05	5.025268e-03	3.098576e-03	2.606214e-03
858           	5.077195e-02	2.704747e-03	1.356420e-02	1.783959e-05	5.025268e-03	3.185940e-03	2.657588e-03
859           	4.987080e-02	2.671964e-03	1.417070e-02	1.785869e-05	5.025269e-03	3.385881e-03	2.696438e-03
860           	4.863667e-02	2.630574e-03	1.487410e-02	1.788896e-05	5.025269e-03	3.157360e-03	2.754740e-03
861           	4.793184e-02	2.617441e-03	1.578837e-02	1.790936e-05	5.025269e-03	3.061482e-03	2.806861e-03
862           	4.703468e-02	2.595506e-03	1.682394e-02	1.793059e-05	5.025270e-03	3.553170e-03	2.860563e-03
863           	4.657215e-02	2.593247e-03	1.803259e-02	1.795138e-05	5.025270e-03	3.507279e-03	2.902206e-03
864           	4.519647e-02	2.587391e-03	1.907116e-02	1.797379e-05	5.025271e-03	3.812593e-03	2.944545e-03
865           	4.392477e-02	2.608697e-03	1.952500e-02	1.799677e-05	5.025271e-03	3.699252e-03	2.996221e-03
866           	4.425083e-02	2.644386e-03	1.858455e-02	1.802073e-05	5.025271e-03	3.618876e-03	3.050446e-03
867           	4.457599e-02	2.668092e-03	1.695182e-02	1.804638e-05	5.025272e-03	4.138053e-03	3.107058e-03
868           	4.394975e-02	2.710969e-03	1.562784e-02	1.807347e-05	5.025272e-03	4.112720e-03	3.145455e-03
869           	4.677002e-02	2.778939e-03	1.483991e-02	1.810446e-05	5.025273e-03	4.100405e-03	3.194400e-03
870           	4.589865e-02	2.823523e-03	1.401323e-02	1.813448e-05	5.025273e-03	4.291757e-03	3.225962e-03
871           	4.511693e-02	2.865000e-03	1.350258e-02	1.816139e-05	5.025274e-03	3.767438e-03	3.244911e-03
872           	4.544872e-02	2.919859e-03	1.315378e-02	1.819061e-05	5.025274e-03	3.803937e-03	3.248879e-03
873           	4.791615e-02	2.978571e-03	1.291796e-02	1.821960e-05	5.025274e-03	4.115874e-03	3.236835e-03
874           	5.150582e-02	3.060446e-03	1.291207e-02	1.824964e-05	5.025275e-03	3.689306e-03	3.224111e-03
875           	5.264383e-02	3.150573e-03	1.303013e-02	1.828167e-05	5.025275e-03	3.703826e-03	3.193338e-03
876           	5.302402e-02	3.242445e-03	1.318813e-02	1.831550e-05	5.025276e-03	4.058566e-03	3.149811e-03
877           	5.404778e-02	3.349422e-03	1.354340e-02	1.835304e-05	5.025276e-03	3.885272e-03	3.097889e-03
878           	5.256918e-02	3.461980e-03	1.391616e-02	1.839309e-05	5.025277e-03	4.189800e-03	3.074036e-03
879           	5.416700e-02	3.562451e-03	1.436271e-02	1.843648e-05	5.025277e-03	3.941712e-03	3.067969e-03
880           	5.554411e-02	3.667230e-03	1.488767e-02	1.847834e-05	5.025277e-03	4.349961e-03	3.048117e-03
881           	5.699669e-02	3.754057e-03	1.553054e-02	1.852457e-05	5.025278e-03	3.826114e-03	3.067992e-03
882           	5.901740e-02	3.854031e-03	1.635837e-02	1.857127e-05	5.025278e-03	3.667847e-03	3.060112e-03
883           	5.830744e-02	3.958582e-03	1.737753e-02	1.862272e-05	5.025279e-03	4.133457e-03	3.076275e-03
884           	5.682887e-02	4.055175e-03	1.850586e-02	1.867280e-05	5.025279e-03	3.660862e-03	3.093193e-03
885           	5.632922e-02	4.086284e-03	1.970609e-02	1.872567e-05	5.025280e-03	3.299284e-03	3.099400e-03
886           	5.652456e-02	4.114931e-03	2.108297e-02	1.878172e-05	5.025280e-03	3.332828e-03	3.107282e-03
887           	5.650357e-02	4.122988e-03	2.249850e-02	1.884011e-05	5.025281e-03	3.339628e-03	3.069825e-03
888           	5.638318e-02	4.123181e-03	2.407155e-02	1.890069e-05	5.025281e-03	3.483394e-03	3.061847e-03
889           	5.552674e-02	4.097272e-03	2.525423e-02	1.896069e-05	5.025282e-03	3.457907e-03	3.053759e-03
890           	5.335184e-02	4.060952e-03	2.545486e-02	1.902305e-05	5.025282e-03	3.608085e-03	3.055840e-03
891           	5.186221e-02	4.010282e-03	2.487090e-02	1.908558e-05	5.025283e-03	4.053021e-03	3.053953e-03
892           	5.127404e-02	3.949898e-03	2.395036e-02	1.915035e-05	5.025283e-03	3.781713e-03	3.061022e-03
893           	5.175052e-02	3.884691e-03	2.293278e-02	1.921555e-05	5.025284e-03	3.526617e-03	3.081083e-03
894           	5.194126e-02	3.824459e-03	2.192388e-02	1.928503e-05	5.025284e-03	3.753838e-03	3.107838e-03
895           	5.231958e-02	3.764752e-03	2.103243e-02	1.935483e-05	5.025285e-03	3.804913e-03	3.161281e-03
896           	5.303140e-02	3.711575e-03	2.026891e-02	1.943008e-05	5.025285e-03	3.489913e-03	3.229765e-03
897           	5.276951e-02	3.657005e-03	1.962375e-02	1.950292e-05	5.025286e-03	3.788201e-03	3.286114e-03
898           	5.275528e-02	3.614146e-03	1.906032e-02	1.957835e-05	5.025286e-03	3.634403e-03	3.374537e-03
899           	5.232713e-02	3.578125e-03	1.856114e-02	1.965642e-05	5.025287e-03	3.562877e-03	3.475174e-03
900           	5.355705e-02	3.549368e-03	1.815186e-02	1.972757e-05	5.025287e-03	3.770263e-03	3.563045e-03
901           	5.222698e-02	3.517298e-03	1.778441e-02	1.980370e-05	5.025288e-03	4.073574e-03	3.625828e-03
902           	5.242525e-02	3.488396e-03	1.752444e-02	1.988151e-05	5.025289e-03	4.348826e-03	3.675836e-03
903           	5.215194e-02	3.461777e-03	1.734996e-02	1.996151e-05	5.025289e-03	3.647686e-03	3.709648e-03
904           	5.248570e-02	3.441192e-03	1.732839e-02	2.004115e-05	5.025290e-03	3.808448e-03	3.721169e-03
905           	5.215357e-02	3.401877e-03	1.740183e-02	2.012781e-05	5.025290e-03	3.637284e-03	3.721902e-03
906           	5.213158e-02	3.379180e-03	1.766222e-02	2.021425e-05	5.025291e-03	3.777407e-03	3.707094e-03
907           	5.315943e-02	3.342741e-03	1.801172e-02	2.029999e-05	5.025291e-03	3.629268e-03	3.677437e-03
908           	5.242472e-02	3.317628e-03	1.847082e-02	2.038720e-05	5.025292e-03	3.575621e-03	3.627067e-03
909           	5.244425e-02	3.282093e-03	1.880985e-02	2.047441e-05	5.025292e-03	3.827057e-03	3.575308e-03
910           	4.984546e-02	3.254347e-03	1.896011e-02	2.056026e-05	5.025293e-03	3.842383e-03	3.514571e-03
911           	4.849686e-02	3.233377e-03	1.841919e-02	2.066078e-05	5.025294e-03	4.280127e-03	3.452692e-03
912           	5.076121e-02	3.218917e-03	1.740614e-02	2.075130e-05	5.025294e-03	4.136489e-03	3.391419e-03
913           	4.897677e-02	3.222669e-03	1.627575e-02	2.084227e-05	5.025295e-03	4.680183e-03	3.316100e-03
914           	4.881996e-02	3.224420e-03	1.512532e-02	2.093238e-05	5.025295e-03	4.726992e-03	3.252631e-03
915           	4.740571e-02	3.216782e-03	1.403666e-02	2.106276e-05	5.025296e-03	4.858364e-03	3.195996e-03
916           	4.557188e-02	3.237313e-03	1.318279e-02	2.115725e-05	5.025297e-03	4.768233e-03	3.144998e-03
917           	4.674674e-02	3.254750e-03	1.265658e-02	2.125681e-05	5.025297e-03	4.088866e-03	3.099521e-03
918           	4.574377e-02	3.272109e-03	1.199936e-02	2.135291e-05	5.025298e-03	3.957701e-03	3.074621e-03
919           	4.450960e-02	3.283451e-03	1.155753e-02	2.144693e-05	5.025299e-03	3.697033e-03	3.071149e-03
920           	4.582637e-02	3.308342e-03	1.122406e-02	2.154479e-05	5.025299e-03	4.069302e-03	3.077890e-03
921           	4.590460e-02	3.314964e-03	1.090788e-02	2.164202e-05	5.025300e-03	5.027569e-03	3.106370e-03
922           	4.812218e-02	3.344174e-03	1.082492e-02	2.174302e-05	5.025300e-03	4.762673e-03	3.141574e-03
923           	4.804990e-02	3.362398e-03	1.079045e-02	2.184624e-05	5.025301e-03	4.274205e-03	3.160007e-03
924           	5.039320e-02	3.395018e-03	1.075116e-02	2.196164e-05	5.025302e-03	4.354082e-03	3.198746e-03
925           	5.206574e-02	3.446993e-03	1.080082e-02	2.207188e-05	5.025302e-03	4.184437e-03	3.241129e-03
926           	5.360170e-02	3.501416e-03	1.092793e-02	2.218372e-05	5.025303e-03	4.653486e-03	3.246232e-03
927           	5.562991e-02	3.549472e-03	1.112766e-02	2.229933e-05	5.025304e-03	4.076821e-03	3.246785e-03
928           	5.654952e-02	3.588534e-03	1.134056e-02	2.241450e-05	5.025304e-03	4.059530e-03	3.217144e-03
929           	5.699091e-02	3.602035e-03	1.158423e-02	2.253219e-05	5.025305e-03	3.750576e-03	3.158290e-03
930           	5.970055e-02	3.602830e-03	1.182681e-02	2.265434e-05	5.025306e-03	4.204461e-03	3.094780e-03
931           	6.060900e-02	3.615200e-03	1.215163e-02	2.277600e-05	5.025306e-03	3.865498e-03	3.033096e-03
932           	6.025843e-02	3.622470e-03	1.258032e-02	2.290682e-05	5.025307e-03	3.847287e-03	2.987337e-03
933           	5.897178e-02	3.622315e-03	1.307718e-02	2.302394e-05	5.025308e-03	3.920004e-03	2.936597e-03
934           	5.962380e-02	3.593405e-03	1.371736e-02	2.315507e-05	5.025309e-03	4.391856e-03	2.885561e-03
935           	5.836373e-02	3.570585e-03	1.436773e-02	2.328196e-05	5.025309e-03	3.866030e-03	2.840264e-03
936           	5.746425e-02	3.522916e-03	1.499298e-02	2.341880e-05	5.025310e-03	4.078377e-03	2.822515e-03
937           	5.635181e-02	3.483253e-03	1.556445e-02	2.355340e-05	5.025311e-03	4.588272e-03	2.806769e-03
938           	5.548483e-02	3.416382e-03	1.613637e-02	2.369400e-05	5.025312e-03	4.743529e-03	2.785039e-03
939           	5.481129e-02	3.352805e-03	1.668020e-02	2.383311e-05	5.025312e-03	4.019515e-03	2.747348e-03
940           	5.418901e-02	3.268965e-03	1.708810e-02	2.397248e-05	5.025313e-03	3.979698e-03	2.722164e-03
941           	5.317599e-02	3.191798e-03	1.735947e-02	2.411203e-05	5.025314e-03	3.528571e-03	2.695495e-03
942           	5.212934e-02	3.108336e-03	1.748478e-02	2.425491e-05	5.025315e-03	3.584115e-03	2.692656e-03
943           	5.104145e-02	3.034733e-03	1.743110e-02	2.441006e-05	5.025315e-03	3.991214e-03	2.694190e-03
944           	5.096216e-02	2.975960e-03	1.737538e-02	2.455349e-05	5.025316e-03	3.926926e-03	2.701437e-03
945           	4.976799e-02	2.935076e-03	1.726810e-02	2.469716e-05	5.025317e-03	3.348539e-03	2.743491e-03
946           	4.995239e-02	2.906846e-03	1.711660e-02	2.484180e-05	5.025318e-03	3.520394e-03	2.797476e-03
947           	5.050745e-02	2.892927e-03	1.688309e-02	2.499071e-05	5.025318e-03	3.460224e-03	2.857191e-03
948           	5.112844e-02	2.887975e-03	1.657724e-02	2.513837e-05	5.025319e-03	3.632646e-03	2.936385e-03
949           	5.229404e-02	2.882637e-03	1.615730e-02	2.528871e-05	5.025320e-03	3.650577e-03	3.024110e-03
950           	5.137083e-02	2.896623e-03	1.563844e-02	2.543426e-05	5.025321e-03	3.809255e-03	3.096833e-03
951           	5.095344e-02	2.902669e-03	1.505237e-02	2.558472e-05	5.025322e-03	4.007285e-03	3.164895e-03
952           	5.053341e-02	2.940310e-03	1.452820e-02	2.573336e-05	5.025322e-03	4.143974e-03	3.237738e-03
953           	4.934163e-02	2.970423e-03	1.402443e-02	2.588893e-05	5.025323e-03	3.614391e-03	3.275388e-03
954           	5.238830e-02	3.017523e-03	1.358691e-02	2.604796e-05	5.025324e-03	3.564799e-03	3.318493e-03
955           	4.925120e-02	3.074672e-03	1.312916e-02	2.620790e-05	5.025325e-03	3.651492e-03	3.328298e-03
956           	4.851844e-02	3.119314e-03	1.264064e-02	2.637241e-05	5.025326e-03	3.692183e-03	3.345760e-03
957           	4.875223e-02	3.169031e-03	1.222135e-02	2.653724e-05	5.025327e-03	3.714251e-03	3.326084e-03
958           	5.028338e-02	3.211249e-03	1.176640e-02	2.669074e-05	5.025327e-03	3.868884e-03	3.328677e-03
959           	5.260168e-02	3.231149e-03	1.124955e-02	2.686204e-05	5.025328e-03	3.744088e-03	3.306753e-03
960           	5.282739e-02	3.248980e-03	1.075597e-02	2.703780e-05	5.025329e-03	3.800243e-03	3.259693e-03
961           	5.450160e-02	3.278643e-03	1.042516e-02	2.721462e-05	5.025330e-03	3.893650e-03	3.196707e-03
962           	5.644634e-02	3.304449e-03	1.014550e-02	2.739471e-05	5.025331e-03	4.078375e-03	3.147640e-03
963           	5.716577e-02	3.318204e-03	9.786483e-03	2.756523e-05	5.025332e-03	4.263606e-03	3.087712e-03
964           	5.648020e-02	3.330185e-03	9.510313e-03	2.773325e-05	5.025333e-03	4.185374e-03	3.010146e-03
965           	5.593901e-02	3.314139e-03	9.130127e-03	2.697152e-05	5.314696e-03	5.183513e-03	2.961681e-03
966           	5.550865e-02	3.326157e-03	8.836651e-03	2.725073e-05	5.025317e-03	4.796314e-03	2.906900e-03
967           	5.587917e-02	3.318665e-03	8.534323e-03	2.710949e-05	5.025319e-03	4.124994e-03	2.891147e-03
968           	5.490615e-02	1.279006e-03	3.906685e-03	2.642119e-05	5.025324e-03	7.557538e-02	8.218510e-04
969           	5.780963e-02	3.338212e-03	8.052721e-03	2.856415e-05	5.025321e-03	4.482695e-03	2.868594e-03
970           	5.564868e-02	3.351053e-03	7.834225e-03	2.839838e-05	5.025321e-03	4.320609e-03	2.884504e-03
971           	5.304352e-02	3.343036e-03	7.555703e-03	2.823557e-05	5.025321e-03	4.452529e-03	2.935338e-03
972           	5.278844e-02	3.346108e-03	7.330790e-03	2.807623e-05	5.025322e-03	4.101610e-03	2.973786e-03
973           	5.107914e-02	3.349068e-03	7.106555e-03	2.792054e-05	5.025322e-03	4.241984e-03	2.999516e-03
974           	5.059297e-02	3.373656e-03	6.909485e-03	2.851919e-05	5.025322e-03	3.792291e-03	3.052179e-03
975           	5.120580e-02	3.394979e-03	6.721809e-03	2.835761e-05	5.025323e-03	3.912032e-03	3.089311e-03
976           	5.131261e-02	3.424583e-03	6.566900e-03	2.819560e-05	5.025323e-03	4.063793e-03	3.104536e-03
977           	5.211656e-02	3.443151e-03	6.473912e-03	2.803668e-05	5.025324e-03	3.742453e-03	3.094586e-03
978           	5.203039e-02	3.468446e-03	6.417803e-03	2.788259e-05	5.025324e-03	3.991764e-03	3.111729e-03
979           	5.225325e-02	3.474756e-03	6.379588e-03	2.772534e-05	5.025324e-03	4.098265e-03	3.095831e-03
980           	5.189218e-02	3.478014e-03	6.420127e-03	2.757367e-05	5.025325e-03	3.943559e-03	3.058175e-03
981           	5.365671e-02	3.492369e-03	6.544862e-03	2.742651e-05	5.025325e-03	4.243663e-03	3.009778e-03
982           	5.359123e-02	3.496244e-03	6.763941e-03	2.727979e-05	5.025326e-03	3.528183e-03	2.969307e-03
983           	5.351621e-02	3.513411e-03	7.079190e-03	2.713687e-05	5.025326e-03	3.896914e-03	2.955134e-03
984           	5.402805e-02	3.567898e-03	7.514798e-03	2.700279e-05	5.025326e-03	3.836618e-03	2.955574e-03
985           	5.370092e-02	3.649034e-03	8.045297e-03	2.686706e-05	5.025327e-03	3.836431e-03	2.960482e-03
986           	5.656998e-02	3.729676e-03	8.698913e-03	2.676381e-05	5.025327e-03	3.729660e-03	2.983627e-03
987           	5.545079e-02	3.827173e-03	9.475306e-03	2.663183e-05	5.025328e-03	3.261212e-03	3.014992e-03
988           	5.518275e-02	3.897420e-03	1.029789e-02	2.650228e-05	5.025328e-03	3.798076e-03	3.047445e-03
989           	5.556578e-02	3.949254e-03	1.113062e-02	2.637431e-05	5.025329e-03	3.477509e-03	3.107688e-03
990           	5.319791e-02	3.994611e-03	1.196348e-02	2.624843e-05	5.025329e-03	3.168561e-03	3.171256e-03
991           	5.096933e-02	4.033306e-03	1.273467e-02	2.612418e-05	5.025329e-03	3.930278e-03	3.249358e-03
992           	5.036244e-02	4.070447e-03	1.344677e-02	2.600224e-05	5.025330e-03	4.156110e-03	3.330774e-03
993           	5.030242e-02	4.098784e-03	1.403919e-02	2.588285e-05	5.025330e-03	4.014514e-03	3.414328e-03
994           	5.021325e-02	4.120205e-03	1.450911e-02	2.576554e-05	5.025331e-03	3.902773e-03	3.494350e-03
995           	4.949804e-02	4.143085e-03	1.485963e-02	2.565045e-05	5.025331e-03	4.166237e-03	3.578388e-03
996           	4.983364e-02	4.160123e-03	1.508790e-02	2.553710e-05	5.025332e-03	3.780521e-03	3.645868e-03
997           	5.031008e-02	4.164614e-03	1.515225e-02	2.542708e-05	5.025332e-03	3.810169e-03	3.690961e-03
998           	5.058322e-02	4.167899e-03	1.508496e-02	2.531574e-05	5.025332e-03	3.490661e-03	3.725564e-03
999           	5.026054e-02	4.154269e-03	1.490944e-02	2.521161e-05	5.025333e-03	3.526578e-03	3.751123e-03
1000          	4.984920e-02	4.153193e-03	1.464305e-02	2.512400e-05	5.025333e-03	3.837561e-03	3.753958e-03
1001          	4.829052e-02	4.134949e-03	1.428273e-02	2.502619e-05	5.025334e-03	3.738890e-03	3.766609e-03
1002          	4.835137e-02	4.128153e-03	1.386586e-02	2.492960e-05	5.025334e-03	3.724959e-03	3.756597e-03
1003          	4.719006e-02	4.135792e-03	1.343115e-02	2.483491e-05	5.025335e-03	3.837166e-03	3.722010e-03
1004          	4.520193e-02	4.150334e-03	1.298907e-02	2.474319e-05	5.025335e-03	4.143241e-03	3.707402e-03
1005          	4.569884e-02	4.179639e-03	1.263117e-02	2.465315e-05	5.025336e-03	4.463494e-03	3.700450e-03
1006          	4.864526e-02	4.231222e-03	1.237102e-02	2.456378e-05	5.025336e-03	4.376788e-03	3.692076e-03
1007          	5.295911e-02	4.286327e-03	1.214829e-02	2.447939e-05	5.025337e-03	4.630823e-03	3.687309e-03
1008          	5.186397e-02	4.346380e-03	1.195368e-02	2.439504e-05	5.025337e-03	4.284242e-03	3.672050e-03
1009          	5.349791e-02	4.406827e-03	1.171807e-02	2.431322e-05	5.025338e-03	4.487645e-03	3.653164e-03
1010          	5.352620e-02	4.452433e-03	1.149678e-02	2.423318e-05	5.025338e-03	4.083603e-03	3.623365e-03
