# Residuals   
# Time        	p             	Ux            	Uy            	k             	omega         	ReThetat      	gammaInt      
1668          	5.595567e-02	4.128111e-03	1.394687e-02	9.060292e-05	5.011706e-03	5.416716e-03	3.189002e-03
1669          	5.117303e-02	4.091677e-03	1.435025e-02	9.071508e-05	5.011280e-03	5.149110e-03	3.155398e-03
1670          	4.787209e-02	4.047571e-03	1.463437e-02	9.076187e-05	5.010850e-03	5.078879e-03	3.140122e-03
1671          	4.468078e-02	4.014270e-03	1.489961e-02	9.082219e-05	5.010407e-03	4.898575e-03	3.146508e-03
1672          	4.349995e-02	3.980314e-03	1.511648e-02	9.086706e-05	5.009976e-03	5.147679e-03	3.168146e-03
1673          	4.295040e-02	3.943016e-03	1.537081e-02	9.083638e-05	5.009530e-03	4.677206e-03	3.200032e-03
1674          	4.307194e-02	3.905082e-03	1.570986e-02	9.077673e-05	5.009079e-03	4.214405e-03	3.242261e-03
1675          	4.354025e-02	3.874379e-03	1.602948e-02	9.095964e-05	5.008608e-03	4.280031e-03	3.297274e-03
1676          	4.325211e-02	3.846926e-03	1.636172e-02	9.119707e-05	5.008126e-03	4.409775e-03	3.360017e-03
1677          	4.345912e-02	3.827918e-03	1.666371e-02	9.140641e-05	5.007632e-03	4.117283e-03	3.423490e-03
1678          	4.414775e-02	3.813120e-03	1.695185e-02	9.144004e-05	5.007138e-03	3.940171e-03	3.488065e-03
1679          	4.433729e-02	3.802077e-03	1.722562e-02	9.143649e-05	5.006616e-03	3.780800e-03	3.539829e-03
1680          	4.414113e-02	3.792927e-03	1.748199e-02	9.162470e-05	5.006087e-03	3.842963e-03	3.588694e-03
1681          	4.473360e-02	3.780598e-03	1.767886e-02	9.172599e-05	5.005564e-03	4.071601e-03	3.621416e-03
1682          	4.505187e-02	3.767763e-03	1.789255e-02	9.176568e-05	5.005051e-03	4.250084e-03	3.630673e-03
1683          	4.540139e-02	3.749789e-03	1.805721e-02	9.170916e-05	5.004499e-03	4.245734e-03	3.623437e-03
1684          	4.502038e-02	3.735278e-03	1.821241e-02	9.179395e-05	5.003933e-03	3.984317e-03	3.593996e-03
1685          	4.535276e-02	3.716853e-03	1.835349e-02	9.189770e-05	5.003358e-03	4.063335e-03	3.553109e-03
1686          	4.448700e-02	3.697929e-03	1.846587e-02	9.219372e-05	5.002788e-03	4.652933e-03	3.492543e-03
1687          	4.324209e-02	3.680444e-03	1.848277e-02	9.234629e-05	5.002190e-03	4.572205e-03	3.441302e-03
1688          	4.436117e-02	3.664124e-03	1.849583e-02	9.228952e-05	5.001572e-03	4.700328e-03	3.401895e-03
1689          	4.363232e-02	3.650223e-03	1.853648e-02	9.217577e-05	5.000953e-03	4.810469e-03	3.363945e-03
1690          	4.470517e-02	3.633015e-03	1.851458e-02	9.210107e-05	5.000338e-03	5.173421e-03	3.310353e-03
1691          	4.411497e-02	3.618748e-03	1.843200e-02	9.188058e-05	4.999738e-03	5.132616e-03	3.249772e-03
1692          	4.306579e-02	3.597839e-03	1.825754e-02	9.161955e-05	4.999140e-03	5.060186e-03	3.216645e-03
1693          	4.326656e-02	3.569125e-03	1.805225e-02	9.143871e-05	4.998543e-03	5.282436e-03	3.202889e-03
1694          	4.281966e-02	3.545999e-03	1.774224e-02	9.134999e-05	4.997953e-03	5.022651e-03	3.163105e-03
1695          	4.371835e-02	3.514686e-03	1.732509e-02	9.129920e-05	4.997334e-03	4.995184e-03	3.117013e-03
1696          	4.337092e-02	3.486600e-03	1.683804e-02	9.135161e-05	4.996698e-03	4.910273e-03	3.066693e-03
1697          	4.381722e-02	3.468958e-03	1.631957e-02	9.150066e-05	4.996051e-03	4.891817e-03	3.028739e-03
1698          	4.518353e-02	3.444027e-03	1.575940e-02	9.171829e-05	4.995399e-03	5.317156e-03	3.003499e-03
1699          	4.713550e-02	3.421389e-03	1.515748e-02	9.191921e-05	4.994756e-03	4.951840e-03	3.000403e-03
1700          	4.579521e-02	3.400900e-03	1.450934e-02	9.228013e-05	4.994070e-03	5.009814e-03	3.013940e-03
1701          	4.656542e-02	3.392326e-03	1.391418e-02	9.270975e-05	4.993374e-03	4.897440e-03	3.045104e-03
1702          	4.939022e-02	3.393655e-03	1.342151e-02	9.310475e-05	4.992667e-03	4.630644e-03	3.103229e-03
1703          	5.049504e-02	3.402796e-03	1.294698e-02	9.342947e-05	4.991981e-03	4.597343e-03	3.172629e-03
1704          	4.952853e-02	3.425477e-03	1.254033e-02	9.327924e-05	4.991293e-03	4.698455e-03	3.245379e-03
1705          	5.002980e-02	3.435449e-03	1.207987e-02	9.329090e-05	4.990563e-03	4.738156e-03	3.322190e-03
1706          	4.925294e-02	3.457189e-03	1.171770e-02	9.307503e-05	4.989797e-03	4.687384e-03	3.389327e-03
1707          	5.036032e-02	3.487546e-03	1.143044e-02	9.301610e-05	4.989016e-03	5.053223e-03	3.446221e-03
1708          	5.151666e-02	3.542261e-03	1.125474e-02	9.286264e-05	4.988225e-03	4.958368e-03	3.467592e-03
1709          	5.429455e-02	3.585320e-03	1.110949e-02	9.290385e-05	4.987444e-03	4.809978e-03	3.447082e-03
1710          	5.529613e-02	3.628859e-03	1.103412e-02	9.294599e-05	4.986604e-03	4.714468e-03	3.383377e-03
1711          	5.192369e-02	3.639094e-03	1.090292e-02	9.315828e-05	4.985733e-03	4.434908e-03	3.299195e-03
1712          	5.120166e-02	3.626620e-03	1.081366e-02	9.324420e-05	4.984846e-03	4.854847e-03	3.197032e-03
1713          	5.192577e-02	3.610952e-03	1.076560e-02	9.322823e-05	4.983935e-03	4.444153e-03	3.089055e-03
1714          	5.315476e-02	3.583877e-03	1.070709e-02	9.322327e-05	4.983088e-03	4.390429e-03	2.979885e-03
1715          	5.277248e-02	3.567118e-03	1.074495e-02	9.313215e-05	4.982148e-03	4.088214e-03	2.886338e-03
1716          	5.402073e-02	3.542916e-03	1.086708e-02	9.315400e-05	4.981245e-03	4.198839e-03	2.808343e-03
1717          	5.401678e-02	3.521679e-03	1.112820e-02	9.322177e-05	4.980268e-03	4.024006e-03	2.746056e-03
1718          	5.379642e-02	3.508136e-03	1.155472e-02	9.299925e-05	4.979278e-03	3.956835e-03	2.708408e-03
1719          	5.394553e-02	3.503731e-03	1.211232e-02	9.269720e-05	4.978311e-03	4.439951e-03	2.682714e-03
1720          	5.399400e-02	3.514188e-03	1.283980e-02	9.239325e-05	4.977304e-03	4.145756e-03	2.673206e-03
1721          	5.360615e-02	3.538600e-03	1.383636e-02	9.211879e-05	4.976273e-03	3.973544e-03	2.672235e-03
1722          	5.129338e-02	3.568102e-03	1.519092e-02	9.189507e-05	4.975215e-03	3.870664e-03	2.681362e-03
1723          	4.929058e-02	3.587134e-03	1.694656e-02	9.207807e-05	4.974140e-03	3.660597e-03	2.706854e-03
1724          	4.868905e-02	3.618408e-03	1.917228e-02	9.185309e-05	4.973068e-03	3.838895e-03	2.734770e-03
1725          	4.669522e-02	3.637716e-03	2.185890e-02	9.183144e-05	4.971937e-03	3.711650e-03	2.774850e-03
1726          	4.621880e-02	3.666799e-03	2.484025e-02	9.188842e-05	4.970826e-03	4.066719e-03	2.824572e-03
1727          	4.763659e-02	3.690797e-03	2.678110e-02	9.218834e-05	4.969652e-03	3.988101e-03	2.886288e-03
1728          	4.659499e-02	3.731271e-03	2.494563e-02	9.230448e-05	4.968456e-03	3.779275e-03	2.952519e-03
1729          	4.821554e-02	3.769509e-03	2.182797e-02	9.241667e-05	4.967563e-03	3.968958e-03	3.018213e-03
1730          	5.424098e-02	3.827648e-03	1.907345e-02	9.245377e-05	4.966437e-03	4.124586e-03	3.101313e-03
1731          	4.740132e-02	3.905812e-03	1.692041e-02	9.228470e-05	4.965182e-03	3.885735e-03	3.188249e-03
1732          	4.782190e-02	3.996833e-03	1.540017e-02	9.195278e-05	4.963895e-03	3.851447e-03	3.270627e-03
1733          	4.641959e-02	4.070477e-03	1.415642e-02	9.152607e-05	4.962585e-03	4.016995e-03	3.367018e-03
1734          	4.300253e-02	4.149833e-03	1.329510e-02	9.105064e-05	4.961250e-03	4.184975e-03	3.453835e-03
1735          	4.220861e-02	4.210159e-03	1.265418e-02	9.076254e-05	4.959890e-03	4.320372e-03	3.531938e-03
1736          	4.222956e-02	4.265860e-03	1.212072e-02	9.063793e-05	4.958550e-03	4.540208e-03	3.600944e-03
1737          	4.225879e-02	4.304556e-03	1.170040e-02	9.039177e-05	4.957133e-03	4.309921e-03	3.657407e-03
1738          	4.225252e-02	4.338809e-03	1.134065e-02	9.030761e-05	4.955707e-03	4.449934e-03	3.700000e-03
1739          	4.319973e-02	4.364662e-03	1.104221e-02	9.022291e-05	4.954217e-03	4.291652e-03	3.733608e-03
1740          	4.356011e-02	4.381302e-03	1.083954e-02	9.021469e-05	4.952683e-03	4.182063e-03	3.746776e-03
1741          	4.415734e-02	4.394289e-03	1.070598e-02	9.025502e-05	4.951120e-03	4.265425e-03	3.735813e-03
1742          	4.502121e-02	4.407382e-03	1.063845e-02	9.034895e-05	4.949623e-03	4.441075e-03	3.710519e-03
1743          	4.664025e-02	4.418867e-03	1.065995e-02	9.039347e-05	4.948005e-03	4.298751e-03	3.677973e-03
1744          	4.753229e-02	4.432255e-03	1.077843e-02	9.040527e-05	4.946424e-03	4.530846e-03	3.641047e-03
1745          	4.881407e-02	4.447852e-03	1.106715e-02	9.040243e-05	4.944742e-03	4.405596e-03	3.571205e-03
1746          	5.295415e-02	4.465231e-03	1.147702e-02	9.055778e-05	4.943102e-03	4.408634e-03	3.540473e-03
1747          	5.027689e-02	4.494185e-03	1.198889e-02	9.074442e-05	4.941372e-03	4.604261e-03	3.499261e-03
1748          	4.950389e-02	4.521631e-03	1.253623e-02	9.082730e-05	4.939610e-03	5.067757e-03	3.472128e-03
1749          	5.226787e-02	4.578658e-03	1.321211e-02	9.136743e-05	4.937736e-03	5.024378e-03	3.456367e-03
1750          	5.576645e-02	4.642912e-03	1.400467e-02	9.201547e-05	4.935861e-03	5.064009e-03	3.449770e-03
1751          	5.269433e-02	4.728844e-03	1.489547e-02	9.239435e-05	4.934000e-03	5.337653e-03	3.459320e-03
1752          	5.470533e-02	4.819877e-03	1.605476e-02	9.271956e-05	4.932027e-03	5.583731e-03	3.467754e-03
1753          	5.557507e-02	4.933875e-03	1.726276e-02	9.288965e-05	4.930039e-03	5.358000e-03	3.499816e-03
1754          	5.747777e-02	5.049930e-03	1.860201e-02	9.283208e-05	4.927965e-03	5.352921e-03	3.540262e-03
1755          	5.828068e-02	5.156947e-03	1.995788e-02	9.260708e-05	4.925940e-03	5.317052e-03	3.590152e-03
1756          	5.983093e-02	5.243517e-03	2.125966e-02	9.243178e-05	4.923793e-03	5.337079e-03	3.647580e-03
1757          	5.991128e-02	5.310679e-03	2.237651e-02	9.262790e-05	4.921596e-03	5.224519e-03	3.711556e-03
1758          	6.047346e-02	5.354916e-03	2.335387e-02	9.299280e-05	4.919337e-03	5.084874e-03	3.786417e-03
1759          	6.121918e-02	5.393278e-03	2.411587e-02	9.320851e-05	4.917029e-03	5.529096e-03	3.852626e-03
1760          	6.054887e-02	5.419176e-03	2.470280e-02	9.301017e-05	4.914698e-03	5.495917e-03	3.911952e-03
1761          	5.852889e-02	5.429591e-03	2.503704e-02	9.283857e-05	4.911818e-03	5.201096e-03	3.955050e-03
1762          	5.774975e-02	5.436169e-03	2.520244e-02	9.284889e-05	4.909898e-03	5.077338e-03	3.966292e-03
1763          	5.791047e-02	5.439492e-03	2.521157e-02	9.279114e-05	4.907402e-03	5.040110e-03	3.930622e-03
1764          	5.854584e-02	5.440963e-03	2.506076e-02	9.253183e-05	4.904952e-03	4.926329e-03	3.919466e-03
1765          	5.983456e-02	5.431803e-03	2.483876e-02	9.242409e-05	4.902310e-03	4.794301e-03	3.895151e-03
1766          	6.150727e-02	5.417637e-03	2.456187e-02	9.237803e-05	4.899620e-03	5.218364e-03	3.810845e-03
1767          	6.605873e-02	5.405370e-03	2.423177e-02	9.213564e-05	4.896918e-03	5.130416e-03	3.748827e-03
1768          	6.062918e-02	5.425029e-03	2.408839e-02	9.163033e-05	4.894190e-03	5.037686e-03	3.714718e-03
1769          	6.196946e-02	5.391149e-03	2.354482e-02	9.110486e-05	4.891415e-03	5.092935e-03	3.689477e-03
1770          	5.977297e-02	5.389795e-03	2.326197e-02	9.080950e-05	4.888506e-03	4.826726e-03	3.651878e-03
1771          	5.779501e-02	5.384797e-03	2.292150e-02	9.055994e-05	4.885523e-03	5.401861e-03	3.601011e-03
1772          	5.495555e-02	5.386459e-03	2.255451e-02	8.969923e-05	4.882471e-03	5.536293e-03	3.529333e-03
1773          	5.332689e-02	5.386569e-03	2.227752e-02	8.872314e-05	4.879346e-03	5.055481e-03	3.455250e-03
1774          	5.213705e-02	5.348442e-03	2.200165e-02	8.810622e-05	4.876151e-03	4.937361e-03	3.381782e-03
1775          	5.045746e-02	5.298224e-03	2.161416e-02	8.766441e-05	4.872832e-03	5.567943e-03	3.325026e-03
1776          	5.030412e-02	5.208883e-03	2.115348e-02	8.734114e-05	4.869355e-03	5.212324e-03	3.280303e-03
1777          	4.959508e-02	5.105454e-03	2.068550e-02	8.728984e-05	4.866025e-03	5.100277e-03	3.250566e-03
1778          	4.948340e-02	5.004020e-03	2.019954e-02	8.738684e-05	4.862610e-03	5.140314e-03	3.231565e-03
1779          	4.939454e-02	4.887692e-03	1.979479e-02	8.756368e-05	4.859071e-03	4.814475e-03	3.225119e-03
1780          	4.915192e-02	4.765744e-03	1.939352e-02	8.773041e-05	4.855695e-03	4.593109e-03	3.229095e-03
1781          	4.815090e-02	4.643653e-03	1.896886e-02	8.807147e-05	4.852030e-03	4.638146e-03	3.245925e-03
1782          	4.701408e-02	4.513695e-03	1.852199e-02	8.830254e-05	4.848297e-03	4.523536e-03	3.270737e-03
1783          	4.632413e-02	4.390948e-03	1.810024e-02	8.861690e-05	4.844658e-03	4.409112e-03	3.296363e-03
1784          	4.576297e-02	4.274619e-03	1.768847e-02	8.890736e-05	4.840786e-03	4.195428e-03	3.339890e-03
1785          	4.489746e-02	4.155306e-03	1.728847e-02	8.926092e-05	4.836955e-03	4.366586e-03	3.387888e-03
1786          	4.446254e-02	4.045553e-03	1.691895e-02	8.974603e-05	4.832940e-03	4.984996e-03	3.443025e-03
1787          	4.355651e-02	3.944039e-03	1.653998e-02	9.013598e-05	4.828841e-03	4.807682e-03	3.509503e-03
1788          	4.264502e-02	3.845303e-03	1.625907e-02	9.054235e-05	4.824650e-03	4.785758e-03	3.578314e-03
1789          	4.250101e-02	3.755481e-03	1.602992e-02	9.068038e-05	4.820393e-03	4.440485e-03	3.643458e-03
1790          	4.121505e-02	3.663196e-03	1.587841e-02	9.093834e-05	4.816055e-03	4.570770e-03	3.706570e-03
1791          	4.095503e-02	3.582792e-03	1.585753e-02	9.091519e-05	4.811652e-03	4.737700e-03	3.753324e-03
1792          	4.109693e-02	3.505308e-03	1.593419e-02	9.093563e-05	4.807156e-03	4.706702e-03	3.787830e-03
1793          	4.233079e-02	3.446047e-03	1.619266e-02	9.075630e-05	4.802700e-03	4.725801e-03	3.801023e-03
1794          	4.358785e-02	3.392194e-03	1.656165e-02	9.067254e-05	4.798051e-03	4.409619e-03	3.783903e-03
1795          	4.584088e-02	3.351712e-03	1.705550e-02	9.043892e-05	4.793253e-03	4.790127e-03	3.741331e-03
1796          	4.729681e-02	3.312842e-03	1.757074e-02	9.024618e-05	4.776770e-03	4.613840e-03	3.663600e-03
1797          	4.843402e-02	3.285773e-03	1.812990e-02	9.008165e-05	4.783581e-03	4.759040e-03	3.562449e-03
1798          	4.864833e-02	3.269899e-03	1.864208e-02	8.950215e-05	4.778566e-03	4.911772e-03	3.430433e-03
1799          	4.842927e-02	3.253269e-03	1.853119e-02	8.927892e-05	4.773488e-03	4.628175e-03	3.282487e-03
1800          	4.814473e-02	3.238992e-03	1.795882e-02	8.884663e-05	4.768314e-03	4.927374e-03	3.152201e-03
1801          	4.816022e-02	3.237299e-03	1.729743e-02	8.873823e-05	4.763069e-03	5.193869e-03	3.027892e-03
1802          	4.772244e-02	3.247985e-03	1.661496e-02	8.850606e-05	4.757850e-03	4.988430e-03	2.923590e-03
1803          	4.741996e-02	3.235108e-03	1.582807e-02	8.845113e-05	4.752413e-03	4.599390e-03	2.834727e-03
1804          	4.832215e-02	3.244424e-03	1.513584e-02	8.819338e-05	4.746902e-03	4.976874e-03	2.762329e-03
1805          	4.932838e-02	3.229326e-03	1.439427e-02	8.794307e-05	4.741520e-03	5.036081e-03	2.705416e-03
1806          	4.765068e-02	3.188587e-03	1.365975e-02	8.751277e-05	4.735815e-03	5.026589e-03	2.666631e-03
1807          	4.907683e-02	3.129424e-03	1.313847e-02	8.714473e-05	4.730010e-03	5.230885e-03	2.645126e-03
1808          	4.847291e-02	3.077315e-03	1.278872e-02	8.683619e-05	4.724056e-03	5.059265e-03	2.636494e-03
1809          	4.916639e-02	3.039318e-03	1.265870e-02	8.653507e-05	4.717937e-03	4.692462e-03	2.644824e-03
1810          	4.955056e-02	3.004161e-03	1.267483e-02	8.623165e-05	4.711749e-03	4.577924e-03	2.650849e-03
1811          	5.003083e-02	2.964766e-03	1.274715e-02	8.606136e-05	4.705584e-03	4.600736e-03	2.670394e-03
1812          	5.080803e-02	2.921756e-03	1.283725e-02	8.601960e-05	4.699169e-03	4.769356e-03	2.695623e-03
1813          	5.075807e-02	2.888839e-03	1.296551e-02	8.585370e-05	4.692562e-03	4.303262e-03	2.713381e-03
1814          	5.110450e-02	2.866383e-03	1.316484e-02	8.570438e-05	4.686040e-03	3.982814e-03	2.717687e-03
1815          	5.177410e-02	2.850752e-03	1.348095e-02	8.571059e-05	4.679319e-03	3.885138e-03	2.723460e-03
1816          	5.389544e-02	2.852267e-03	1.389741e-02	8.568280e-05	4.672461e-03	3.574454e-03	2.717897e-03
1817          	5.382815e-02	2.873363e-03	1.445835e-02	8.623162e-05	4.665512e-03	3.456991e-03	2.688752e-03
1818          	5.308762e-02	2.909737e-03	1.518350e-02	8.637303e-05	4.658423e-03	3.212480e-03	2.636246e-03
1819          	5.129686e-02	2.938979e-03	1.607101e-02	8.611231e-05	4.651287e-03	3.536506e-03	2.559235e-03
1820          	5.104529e-02	2.947554e-03	1.702766e-02	8.547773e-05	4.643988e-03	3.595764e-03	2.477927e-03
1821          	5.107437e-02	2.938300e-03	1.794923e-02	8.500920e-05	4.636708e-03	3.696382e-03	2.412698e-03
1822          	5.160550e-02	2.922846e-03	1.879347e-02	8.477185e-05	4.629173e-03	3.597502e-03	2.361455e-03
1823          	5.144494e-02	2.890334e-03	1.934188e-02	8.459548e-05	4.621406e-03	3.502753e-03	2.312655e-03
1824          	5.168170e-02	2.837201e-03	1.950154e-02	8.448966e-05	4.613778e-03	3.075819e-03	2.260508e-03
1825          	4.990045e-02	2.778124e-03	1.921545e-02	8.444856e-05	4.606047e-03	3.124112e-03	2.200164e-03
1826          	4.976879e-02	2.701462e-03	1.873690e-02	8.434970e-05	4.598021e-03	3.338622e-03	2.151738e-03
1827          	4.987477e-02	2.620881e-03	1.816357e-02	8.435547e-05	4.589940e-03	3.345307e-03	2.113149e-03
1828          	4.870810e-02	2.551742e-03	1.758222e-02	8.436254e-05	4.581588e-03	3.810797e-03	2.088336e-03
1829          	4.678431e-02	2.480372e-03	1.698201e-02	8.448226e-05	4.573282e-03	3.621705e-03	2.068026e-03
1830          	4.743012e-02	2.414385e-03	1.644413e-02	8.466372e-05	4.565078e-03	3.657529e-03	2.077593e-03
1831          	4.594937e-02	2.375383e-03	1.597630e-02	8.469281e-05	4.556628e-03	3.865565e-03	2.077665e-03
1832          	4.558773e-02	2.319758e-03	1.552013e-02	8.478727e-05	4.547737e-03	3.970221e-03	2.096638e-03
1833          	4.482394e-02	2.296054e-03	1.522566e-02	8.478181e-05	4.538989e-03	3.878906e-03	2.115986e-03
1834          	4.370085e-02	2.289938e-03	1.501956e-02	8.479141e-05	4.529921e-03	3.088572e-03	2.156127e-03
1835          	4.545319e-02	2.288587e-03	1.483047e-02	8.454539e-05	4.520722e-03	3.250123e-03	2.206008e-03
1836          	4.242443e-02	2.308543e-03	1.469057e-02	8.420862e-05	4.511384e-03	3.071356e-03	2.255247e-03
1837          	4.185788e-02	2.338315e-03	1.454715e-02	8.418078e-05	4.501913e-03	2.851679e-03	2.323253e-03
1838          	4.140898e-02	2.389576e-03	1.445310e-02	8.389436e-05	4.492311e-03	2.936474e-03	2.390853e-03
1839          	4.176431e-02	2.447921e-03	1.435663e-02	8.377536e-05	4.482575e-03	3.358413e-03	2.460219e-03
1840          	4.176587e-02	2.520178e-03	1.422528e-02	8.365307e-05	4.472643e-03	3.748131e-03	2.525750e-03
1841          	4.232279e-02	2.596481e-03	1.404822e-02	8.376875e-05	4.462679e-03	3.871105e-03	2.578553e-03
1842          	4.272003e-02	2.676995e-03	1.376619e-02	8.385508e-05	4.452441e-03	3.528334e-03	2.636895e-03
1843          	4.314365e-02	2.755075e-03	1.345254e-02	8.400667e-05	4.442402e-03	3.076707e-03	2.718323e-03
1844          	4.360112e-02	2.827142e-03	1.307834e-02	8.411056e-05	4.431846e-03	3.521172e-03	2.784766e-03
1845          	4.426875e-02	2.896302e-03	1.266680e-02	8.408213e-05	4.421179e-03	3.528628e-03	2.836820e-03
1846          	4.915555e-02	2.930759e-03	1.210531e-02	8.381749e-05	4.410357e-03	3.628232e-03	2.892560e-03
1847          	4.442488e-02	2.971160e-03	1.160732e-02	8.363339e-05	4.399336e-03	3.448069e-03	2.919206e-03
1848          	4.600828e-02	2.990441e-03	1.131504e-02	8.332045e-05	4.388277e-03	3.694992e-03	2.941832e-03
1849          	4.495646e-02	3.003831e-03	1.087942e-02	8.311515e-05	4.376594e-03	3.953887e-03	2.953832e-03
1850          	4.723712e-02	2.989477e-03	1.057906e-02	8.290236e-05	4.364986e-03	4.130882e-03	2.959530e-03
1851          	4.495727e-02	3.019108e-03	1.039388e-02	8.250205e-05	4.354037e-03	4.502218e-03	2.957194e-03
1852          	4.603587e-02	3.025138e-03	1.033029e-02	8.206527e-05	4.342177e-03	4.462537e-03	2.945848e-03
1853          	4.663299e-02	3.037509e-03	1.025351e-02	8.142356e-05	4.330394e-03	4.232962e-03	2.928239e-03
1854          	4.737621e-02	3.064393e-03	1.025771e-02	8.068586e-05	4.318328e-03	4.625667e-03	2.926480e-03
1855          	4.821972e-02	3.096061e-03	1.033135e-02	8.018840e-05	4.306472e-03	4.548291e-03	2.916400e-03
1856          	4.890583e-02	3.126179e-03	1.044202e-02	7.966696e-05	4.293902e-03	4.076635e-03	2.898689e-03
1857          	4.940251e-02	3.158736e-03	1.062951e-02	7.915216e-05	4.281435e-03	4.100671e-03	2.901514e-03
1858          	4.982793e-02	3.187066e-03	1.083517e-02	7.876864e-05	4.269296e-03	4.008494e-03	2.912098e-03
1859          	5.042640e-02	3.208556e-03	1.107493e-02	7.857554e-05	4.256352e-03	4.421823e-03	2.942066e-03
1860          	5.072161e-02	3.222419e-03	1.135967e-02	7.842146e-05	4.243326e-03	4.362250e-03	2.959214e-03
1861          	5.048915e-02	3.236497e-03	1.163597e-02	7.846922e-05	4.229953e-03	3.602855e-03	2.967053e-03
1862          	5.286870e-02	3.264278e-03	1.194581e-02	7.868236e-05	4.216280e-03	3.503774e-03	2.956251e-03
1863          	5.308912e-02	3.288667e-03	1.225218e-02	7.901034e-05	4.202833e-03	3.778708e-03	2.966858e-03
1864          	5.239499e-02	3.341906e-03	1.271143e-02	7.899036e-05	4.189155e-03	3.231373e-03	2.944092e-03
1865          	5.123532e-02	3.372056e-03	1.327322e-02	7.898784e-05	4.175198e-03	3.461976e-03	2.936154e-03
1866          	5.010679e-02	3.391506e-03	1.392014e-02	7.894356e-05	4.161069e-03	3.606196e-03	2.918558e-03
1867          	5.112400e-02	3.382279e-03	1.451120e-02	7.901186e-05	4.146813e-03	3.668776e-03	2.901501e-03
1868          	5.071286e-02	3.374461e-03	1.507904e-02	7.890906e-05	4.132611e-03	3.642503e-03	2.858896e-03
1869          	5.144081e-02	3.346074e-03	1.555551e-02	7.896996e-05	4.117627e-03	4.054739e-03	2.815244e-03
1870          	5.014610e-02	3.310355e-03	1.590529e-02	7.895956e-05	4.102509e-03	4.394554e-03	2.749820e-03
1871          	4.904752e-02	3.258502e-03	1.602576e-02	7.905491e-05	4.090486e-03	3.885956e-03	2.701498e-03
1872          	4.822522e-02	3.219474e-03	1.612323e-02	7.913518e-05	4.075284e-03	3.090401e-03	2.643651e-03
1873          	4.899403e-02	3.159685e-03	1.596323e-02	7.932265e-05	4.059858e-03	3.341286e-03	2.608984e-03
1874          	4.798380e-02	3.114304e-03	1.567914e-02	7.937830e-05	4.044184e-03	3.556086e-03	2.580083e-03
1875          	4.942429e-02	3.084696e-03	1.540066e-02	7.938395e-05	4.028362e-03	3.599266e-03	2.573711e-03
1876          	4.858020e-02	3.047690e-03	1.504104e-02	7.920185e-05	4.012355e-03	3.548688e-03	2.577576e-03
1877          	4.678422e-02	3.043312e-03	1.475757e-02	7.873083e-05	3.996161e-03	3.476342e-03	2.595111e-03
1878          	4.626066e-02	3.014797e-03	1.433383e-02	7.842914e-05	3.979789e-03	3.651718e-03	2.634338e-03
1879          	4.619723e-02	3.008644e-03	1.401800e-02	7.806190e-05	3.962625e-03	3.867298e-03	2.671664e-03
1880          	4.645779e-02	3.002580e-03	1.369381e-02	7.790401e-05	3.944844e-03	3.878692e-03	2.733975e-03
1881          	4.614348e-02	3.017277e-03	1.338555e-02	7.787099e-05	3.927433e-03	4.070263e-03	2.799581e-03
1882          	4.624102e-02	3.033152e-03	1.309232e-02	7.797464e-05	3.912957e-03	3.787570e-03	2.868531e-03
1883          	4.712190e-02	3.056060e-03	1.282301e-02	7.813560e-05	3.895837e-03	3.826422e-03	2.945793e-03
1884          	4.613068e-02	3.086457e-03	1.256940e-02	7.818427e-05	3.878385e-03	3.588698e-03	3.021797e-03
1885          	4.582263e-02	3.104960e-03	1.225717e-02	7.823213e-05	3.860817e-03	3.728583e-03	3.084277e-03
1886          	4.596025e-02	3.124569e-03	1.193600e-02	7.851692e-05	3.843046e-03	4.021754e-03	3.142622e-03
1887          	4.558529e-02	3.155391e-03	1.162946e-02	7.853797e-05	3.825296e-03	3.888601e-03	3.191184e-03
1888          	4.631235e-02	3.186623e-03	1.132444e-02	7.828192e-05	3.807141e-03	3.786156e-03	3.220565e-03
1889          	4.618964e-02	3.220325e-03	1.100461e-02	7.760826e-05	3.789071e-03	4.376498e-03	3.224156e-03
1890          	4.665843e-02	3.245992e-03	1.065653e-02	7.703166e-05	3.770721e-03	4.112625e-03	3.202213e-03
1891          	4.690776e-02	3.267209e-03	1.027442e-02	7.655447e-05	3.753183e-03	3.977122e-03	3.167255e-03
1892          	4.696514e-02	3.296603e-03	9.913775e-03	7.603586e-05	3.734530e-03	4.079009e-03	3.108444e-03
1893          	4.776868e-02	3.316467e-03	9.551972e-03	7.565115e-05	3.715660e-03	3.985725e-03	3.043176e-03
1894          	5.131610e-02	3.340512e-03	9.165283e-03	7.543254e-05	3.696673e-03	4.293073e-03	2.985930e-03
1895          	4.907552e-02	3.351071e-03	8.768497e-03	7.549241e-05	3.677593e-03	3.756586e-03	2.910427e-03
1896          	5.100283e-02	3.355976e-03	8.555125e-03	7.566175e-05	3.658111e-03	4.256926e-03	2.864446e-03
1897          	5.098075e-02	3.341898e-03	8.245772e-03	7.574769e-05	3.639463e-03	4.207842e-03	2.837868e-03
1898          	5.267591e-02	3.356466e-03	8.075316e-03	7.573988e-05	3.620056e-03	4.556906e-03	2.811343e-03
1899          	5.263906e-02	3.319356e-03	7.756625e-03	7.560411e-05	3.600208e-03	4.579062e-03	2.779349e-03
