0.9613,0.0140
0.9484,0.0188
0.9355,0.0233
0.9224,0.0275
0.9092,0.0313
0.8960,0.0348
0.8826,0.0381
0.8693,0.0412
0.8559,0.0442
0.8424,0.0471
0.8290,0.0499
0.8156,0.0526
0.8021,0.0552
0.7886,0.0578
0.7751,0.0603
0.7616,0.0628
0.7481,0.0652
0.7346,0.0675
0.7210,0.0698
0.7075,0.0720
0.6939,0.0742
0.6804,0.0763
0.6668,0.0783
0.6532,0.0804
0.6397,0.0823
0.6261,0.0842
0.6125,0.0860
0.5989,0.0878
0.5852,0.0895
0.5716,0.0911
0.5580,0.0927
0.5443,0.0941
0.5307,0.0955
0.5170,0.0968
0.5033,0.0981
0.4897,0.0992
0.4760,0.1002
0.4623,0.1011
0.4486,0.1019
0.4349,0.1026
0.4212,0.1030
0.4074,0.1033
0.3937,0.1034
0.3800,0.1032
0.3663,0.1029
0.3525,0.1024
0.3388,0.1017
0.3251,0.1008
0.3115,0.0998
0.2978,0.0987
0.2841,0.0974
0.2705,0.0959
0.2568,0.0943
0.2432,0.0926
0.2296,0.0906
0.2161,0.0885
0.2025,0.0863
0.1890,0.0838
0.1756,0.0812
0.1621,0.0784
0.1487,0.0754
0.1354,0.0721
0.1221,0.0686
0.1089,0.0648
0.0958,0.0607
0.0828,0.0563
0.0700,0.0515
0.0573,0.0463
0.0449,0.0404
0.0328,0.0339
0.0213,0.0265
0.0107,0.0177
0.0022,0.0069
0.0035,-0.0051
0.0158,-0.0112
0.0289,-0.0151
0.0423,-0.0181
0.0558,-0.0206
0.0694,-0.0227
0.0830,-0.0245
0.0966,-0.0261
0.1102,-0.0276
0.1239,-0.0290
0.1376,-0.0303
0.1512,-0.0317
0.1649,-0.0332
0.1785,-0.0346
0.1922,-0.0360
0.2058,-0.0374
0.2195,-0.0386
0.2332,-0.0396
0.2469,-0.0403
0.2606,-0.0407
0.2743,-0.0410
0.2880,-0.0410
0.3018,-0.0407
0.3155,-0.0403
0.3292,-0.0396
0.3429,-0.0387
0.3566,-0.0375
0.3702,-0.0361
0.3839,-0.0345
0.3975,-0.0328
0.4111,-0.0310
0.4247,-0.0291
0.4382,-0.0271
0.4518,-0.0250
0.4654,-0.0228
0.4789,-0.0206
0.4924,-0.0184
0.5060,-0.0161
0.5195,-0.0139
0.5331,-0.0117
0.5466,-0.0095
0.5602,-0.0074
0.5737,-0.0053
0.5873,-0.0033
0.6009,-0.0013
0.6145,0.0006
0.6281,0.0025
0.6417,0.0042
0.6553,0.0059
0.6689,0.0075
0.6826,0.0090
0.6962,0.0105
0.7099,0.0118
0.7236,0.0130
0.7372,0.0141
0.7509,0.0151
0.7646,0.0159
0.7783,0.0167
0.7920,0.0173
0.8058,0.0177
0.8195,0.0180
0.8332,0.0182
0.8469,0.0182
0.8607,0.0180
0.8744,0.0175
0.8881,0.0168
0.9018,0.0159
0.9154,0.0146
0.9291,0.0131
0.9427,0.0113
0.9562,0.0091
0.9595,0.0086
0.9623,0.0082
0.9649,0.0079
0.9671,0.0077
0.9690,0.0075
0.9706,0.0074
0.9719,0.0074
0.9728,0.0075
0.9734,0.0077
0.9736,0.0080
0.9736,0.0083
0.9732,0.0087
0.9725,0.0092
0.9714,0.0098
0.9701,0.0105
0.9684,0.0113
0.9663,0.0121
0.9640,0.0130
