0.000000000000000000e+00,-4.103765426241083591e-02
2.712232167073501594e-04,-4.006125068226436270e-02
2.712232167073501594e-04,-3.897635781543495881e-02
2.712232167073501594e-04,-3.789146494860556880e-02
5.424464334147003188e-04,-3.669808279509323423e-02
8.136696501220504240e-04,-3.572167921494676102e-02
1.084892866829400638e-03,-3.436556313141000962e-02
1.627339300244100848e-03,-3.290095776119032756e-02
1.898562516951450953e-03,-3.192455418104385434e-02
2.441008950366151380e-03,-3.083966131421446433e-02
2.983455383780851591e-03,-2.975476844738506044e-02
3.525901817195551801e-03,-2.866987558055565655e-02
4.068348250610252445e-03,-2.758498271372625266e-02
4.610794684024952655e-03,-2.677131306360421015e-02
5.153241117439652866e-03,-2.595764341348215376e-02
5.966910767561703181e-03,-2.487275054665274987e-02
6.780580417683753497e-03,-2.378785767982335986e-02
7.594250067805803812e-03,-2.270296481299395597e-02
8.407919717927854128e-03,-2.161807194616455208e-02
9.221589368049905311e-03,-2.053317907933514819e-02
1.030648223487930573e-02,-1.944828621250575817e-02
1.139137510170870615e-02,-1.836339334567635428e-02
1.247626796853810657e-02,-1.727850047884695039e-02
1.356116083536750699e-02,-1.619360761201754650e-02
1.464605370219690741e-02,-1.510871474518815649e-02
1.573094656902630784e-02,-1.402382187835875260e-02
1.654461621914836075e-02,-1.321015222823669621e-02
1.790073230268510868e-02,-1.239648257811465371e-02
1.898562516951450910e-02,-1.131158971128524982e-02
1.979929481963656202e-02,-1.049792006116319343e-02
2.115541090317330994e-02,-9.684250411041150919e-03
2.196908055329536286e-02,-8.870580760919094532e-03
2.332519663683211425e-02,-8.056911110797052022e-03
2.441008950366151467e-02,-7.243241460674995635e-03
2.549498237049091509e-02,-6.429571810552953126e-03
2.712232167073501399e-02,-5.344678943723549236e-03
2.874966097097911635e-02,-4.259786076894145346e-03
3.037700027122321525e-02,-3.174893210064741456e-03
3.146189313805261567e-02,-2.632446776650046449e-03
3.308923243829672151e-02,-1.547553909820642559e-03
3.417412530512611846e-02,-1.005107476405947553e-03
3.553024138866286985e-02,-1.914378262838911660e-04
3.688635747219962124e-02,6.222318238381513433e-04
3.824247355573637264e-02,1.435901473960207730e-03
3.932736642256576959e-02,1.978347907374902737e-03
4.068348250610252098e-02,2.792017557496959124e-03
4.176837537293192487e-02,3.334463990911661069e-03
4.312449145646867626e-02,4.148133641033710517e-03
4.420938432329807322e-02,4.690580074448412462e-03
4.529427719012747711e-02,5.233026507863107468e-03
4.637917005695687406e-02,5.775472941277809413e-03
4.746406292378627795e-02,6.317919374692511358e-03
4.854895579061567490e-02,6.860365808107213303e-03
4.963384865744507879e-02,7.402812241521908310e-03
5.071874152427447574e-02,7.945258674936610255e-03
5.207485760781122713e-02,8.487705108351312200e-03
5.315975047464063102e-02,9.030151541766014145e-03
5.451586655817738242e-02,9.572597975180709151e-03
5.560075942500677937e-02,1.011504440859541110e-02
5.668565229183618326e-02,1.065749084201011304e-02
5.804176837537293465e-02,1.119993727542481499e-02
5.939788445890968605e-02,1.174238370883950999e-02
6.048277732573908300e-02,1.228483014225421194e-02
6.183889340927583439e-02,1.282727657566891388e-02
6.319500949281257884e-02,1.336972300908361583e-02
6.455112557634933024e-02,1.391216944249831777e-02
6.563601844317873413e-02,1.445461587591301278e-02
6.699213452671548552e-02,1.499706230932771472e-02
6.834825061025223691e-02,1.553950874274241667e-02
6.997558991049633581e-02,1.608195517615711861e-02
7.106048277732573970e-02,1.662440160957181362e-02
7.268782207756983860e-02,1.716684804298651557e-02
7.404393816110658999e-02,1.770929447640121751e-02
7.540005424464334138e-02,1.825174090981591946e-02
7.702739354488744028e-02,1.879418734323061446e-02
7.865473284513153918e-02,1.933663377664531641e-02
8.001084892866829057e-02,1.987908021006001835e-02
8.136696501220504196e-02,2.042152664347472030e-02
8.299430431244914086e-02,2.096397307688941530e-02
8.462164361269323976e-02,2.150641951030411725e-02
8.624898291293735253e-02,2.204886594371881919e-02
8.787632221318145143e-02,2.259131237713352114e-02
8.950366151342555032e-02,2.313375881054822308e-02
9.113100081366964922e-02,2.367620524396291809e-02
9.275834011391374812e-02,2.421865167737762004e-02
9.438567941415784701e-02,2.476109811079232198e-02
9.601301871440194591e-02,2.530354454420702393e-02
9.818280444806075369e-02,2.584599097762171893e-02
9.981014374830485258e-02,2.638843741103642088e-02
1.014374830485489515e-01,2.693088384445112282e-02
1.030648223487930504e-01,2.747333027786582477e-02
